panel,time_s,amplitude_mv
A HR-related,-0.456,0.235
A HR-related,-0.452,0.245
A HR-related,-0.448,0.255
A HR-related,-0.444,0.26
A HR-related,-0.44,0.25
A HR-related,-0.436,0.245
A HR-related,-0.432,0.25
A HR-related,-0.428,0.255
A HR-related,-0.424,0.265
A HR-related,-0.42,0.235
A HR-related,-0.416,0.145
A HR-related,-0.412,0.125
A HR-related,-0.408,0.205
A HR-related,-0.404,0.215
A HR-related,-0.4,0.16
A HR-related,-0.396,0.125
A HR-related,-0.392,0.11
A HR-related,-0.388,0.11
A HR-related,-0.384,0.12
A HR-related,-0.38,0.115
A HR-related,-0.376,0.105
A HR-related,-0.372,0.075
A HR-related,-0.368,0.035
A HR-related,-0.364,0.025
A HR-related,-0.36,0.025
A HR-related,-0.356,0.04
A HR-related,-0.352,0.06
A HR-related,-0.348,0.035
A HR-related,-0.344,0.0
A HR-related,-0.34,0.015
A HR-related,-0.336,0.04
A HR-related,-0.332,0.075
A HR-related,-0.328,0.11
A HR-related,-0.324,0.085
A HR-related,-0.32,0.055
A HR-related,-0.316,0.04
A HR-related,-0.312,0.03
A HR-related,-0.308,0.02
A HR-related,-0.304,0.015
A HR-related,-0.3,0.035
A HR-related,-0.296,0.045
A HR-related,-0.292,0.01
A HR-related,-0.288,-0.01
A HR-related,-0.284,0.0
A HR-related,-0.28,0.0
A HR-related,-0.276,-0.03
A HR-related,-0.272,-0.04
A HR-related,-0.268,-0.005
A HR-related,-0.264,0.0
A HR-related,-0.26,-0.05
A HR-related,-0.256,-0.095
A HR-related,-0.252,-0.13
A HR-related,-0.248,-0.115
A HR-related,-0.244,-0.02
A HR-related,-0.24,0.0
A HR-related,-0.236,-0.04
A HR-related,-0.232,-0.07
A HR-related,-0.228,-0.08
A HR-related,-0.224,-0.11
A HR-related,-0.22,-0.165
A HR-related,-0.216,-0.13
A HR-related,-0.212,-0.04
A HR-related,-0.208,-0.045
A HR-related,-0.204,-0.09
A HR-related,-0.2,-0.085
A HR-related,-0.196,-0.06
A HR-related,-0.192,-0.08
A HR-related,-0.188,-0.115
A HR-related,-0.184,-0.155
A HR-related,-0.18,-0.195
A HR-related,-0.176,-0.16
A HR-related,-0.172,-0.11
A HR-related,-0.168,-0.08
A HR-related,-0.164,-0.055
A HR-related,-0.16,-0.065
A HR-related,-0.156,-0.08
A HR-related,-0.152,-0.09
A HR-related,-0.148,-0.09
A HR-related,-0.144,-0.085
A HR-related,-0.14,-0.08
A HR-related,-0.136,-0.07
A HR-related,-0.132,-0.05
A HR-related,-0.128,0.03
A HR-related,-0.124,0.105
A HR-related,-0.12,0.125
A HR-related,-0.116,0.13
A HR-related,-0.112,0.085
A HR-related,-0.108,0.075
A HR-related,-0.104,0.165
A HR-related,-0.1,0.22
A HR-related,-0.096,0.2
A HR-related,-0.092,0.185
A HR-related,-0.088,0.17
A HR-related,-0.084,0.135
A HR-related,-0.08,0.06
A HR-related,-0.076,0.015
A HR-related,-0.072,0.0
A HR-related,-0.068,-0.03
A HR-related,-0.064,-0.065
A HR-related,-0.06,-0.1
A HR-related,-0.056,-0.14
A HR-related,-0.052,-0.17
A HR-related,-0.048,-0.195
A HR-related,-0.044,-0.175
A HR-related,-0.04,-0.125
A HR-related,-0.036,-0.13
A HR-related,-0.032,-0.155
A HR-related,-0.028,-0.145
A HR-related,-0.024,-0.125
A HR-related,-0.02,-0.075
A HR-related,-0.016,-0.015
A HR-related,-0.012,0.085
A HR-related,-0.008,0.2
A HR-related,-0.004,0.525
A HR-related,0.0,0.885
A HR-related,0.004,1.445
A HR-related,0.008,2.025
A HR-related,0.012,2.16
A HR-related,0.016,2.265
A HR-related,0.02,1.235
A HR-related,0.024,0.235
A HR-related,0.028,-0.405
A HR-related,0.032,-0.985
A HR-related,0.036,-1.085
A HR-related,0.04,-1.155
A HR-related,0.044,-1.025
A HR-related,0.048,-0.89
A HR-related,0.052,-0.725
A HR-related,0.056,-0.58
A HR-related,0.06,-0.5
A HR-related,0.064,-0.43
A HR-related,0.068,-0.385
A HR-related,0.072,-0.355
A HR-related,0.076,-0.36
A HR-related,0.08,-0.37
A HR-related,0.084,-0.385
A HR-related,0.088,-0.385
A HR-related,0.092,-0.37
A HR-related,0.096,-0.35
A HR-related,0.1,-0.325
A HR-related,0.104,-0.325
A HR-related,0.108,-0.35
A HR-related,0.112,-0.32
A HR-related,0.116,-0.24
A HR-related,0.12,-0.24
A HR-related,0.124,-0.285
A HR-related,0.128,-0.295
A HR-related,0.132,-0.285
A HR-related,0.136,-0.255
A HR-related,0.14,-0.21
A HR-related,0.144,-0.205
A HR-related,0.148,-0.205
A HR-related,0.152,-0.22
A HR-related,0.156,-0.24
A HR-related,0.16,-0.21
A HR-related,0.164,-0.175
A HR-related,0.168,-0.19
A HR-related,0.172,-0.21
A HR-related,0.176,-0.13
A HR-related,0.18,-0.045
A HR-related,0.184,-0.095
A HR-related,0.188,-0.14
A HR-related,0.192,-0.125
A HR-related,0.196,-0.11
A HR-related,0.2,-0.095
A HR-related,0.204,-0.08
A HR-related,0.208,-0.06
A HR-related,0.212,-0.04
A HR-related,0.216,-0.02
A HR-related,0.22,-0.01
A HR-related,0.224,-0.045
A HR-related,0.228,-0.08
A HR-related,0.232,-0.1
A HR-related,0.236,-0.075
A HR-related,0.24,0.04
A HR-related,0.244,0.1
A HR-related,0.248,0.065
A HR-related,0.252,0.06
A HR-related,0.256,0.11
A HR-related,0.26,0.15
A HR-related,0.264,0.195
A HR-related,0.268,0.23
A HR-related,0.272,0.265
A HR-related,0.276,0.29
A HR-related,0.28,0.305
A HR-related,0.284,0.32
A HR-related,0.288,0.33
A HR-related,0.292,0.3
A HR-related,0.296,0.255
A HR-related,0.3,0.23
A HR-related,0.304,0.215
A HR-related,0.308,0.225
A HR-related,0.312,0.24
A HR-related,0.316,0.175
A HR-related,0.32,0.095
A HR-related,0.324,0.055
A HR-related,0.328,0.025
A HR-related,0.332,0.06
A HR-related,0.336,0.1
A HR-related,0.34,0.105
A HR-related,0.344,0.11
A HR-related,0.348,0.095
A HR-related,0.352,0.085
A HR-related,0.356,0.1
A HR-related,0.36,0.11
A HR-related,0.364,0.1
A HR-related,0.368,0.09
A HR-related,0.372,0.08
A HR-related,0.376,0.08
A HR-related,0.38,0.125
A HR-related,0.384,0.15
A HR-related,0.388,0.08
A HR-related,0.392,0.045
A HR-related,0.396,0.085
A HR-related,0.4,0.105
A HR-related,0.404,0.08
A HR-related,0.408,0.055
A HR-related,0.412,0.04
A HR-related,0.416,0.035
A HR-related,0.42,0.045
A HR-related,0.424,0.05
A HR-related,0.428,0.045
A HR-related,0.432,0.045
A HR-related,0.436,0.05
A HR-related,0.44,0.045
A HR-related,0.444,0.03
A HR-related,0.448,0.005
A HR-related,0.452,-0.015
A HR-related,0.456,-0.02
A HR-related,0.46,-0.015
A HR-related,0.464,-0.02
A HR-related,0.468,-0.03
A HR-related,0.472,-0.015
A HR-related,0.476,0.005
A HR-related,0.48,0.01
A HR-related,0.484,0.005
A HR-related,0.488,-0.025
A HR-related,0.492,-0.065
A HR-related,0.496,-0.06
A HR-related,0.5,-0.045
A HR-related,0.504,-0.05
A HR-related,0.508,-0.06
A HR-related,0.512,-0.075
A HR-related,0.516,-0.095
A HR-related,0.52,-0.095
A HR-related,0.524,-0.09
A HR-related,0.528,-0.07
A HR-related,0.532,-0.06
A HR-related,0.536,-0.12
A HR-related,0.54,-0.15
A HR-related,0.544,-0.015
A HR-related,0.548,0.07
A HR-related,0.552,-0.04
A HR-related,0.556,-0.12
A HR-related,0.56,-0.11
A HR-related,0.564,-0.095
A HR-related,0.568,-0.075
A HR-related,0.572,-0.065
A HR-related,0.576,-0.075
A HR-related,0.58,-0.06
A HR-related,0.584,0.0
A HR-related,0.588,0.04
A HR-related,0.592,0.055
A HR-related,0.596,0.055
A HR-related,0.6,0.03
A HR-related,0.604,0.05
A HR-related,0.608,0.1
A HR-related,0.612,0.16
A HR-related,0.616,0.22
A HR-related,0.62,0.225
A HR-related,0.624,0.2
A HR-related,0.628,0.185
A HR-related,0.632,0.175
A HR-related,0.636,0.11
A HR-related,0.64,0.025
A HR-related,0.644,0.06
A HR-related,0.648,0.14
A HR-related,0.652,0.105
A HR-related,0.656,0.04
A HR-related,0.66,-0.035
A HR-related,0.664,-0.125
A HR-related,0.668,-0.14
A HR-related,0.672,-0.15
A HR-related,0.676,-0.155
A HR-related,0.68,-0.155
A HR-related,0.684,-0.145
A HR-related,0.688,-0.145
A HR-related,0.692,-0.16
A HR-related,0.696,-0.17
A HR-related,0.7,-0.12
A HR-related,0.704,-0.075
A HR-related,0.708,-0.01
A HR-related,0.712,0.085
A HR-related,0.716,0.38
A HR-related,0.72,0.725
A HR-related,0.724,1.24
A HR-related,0.728,1.725
A HR-related,0.732,2.13
A HR-related,0.736,2.18
A HR-related,0.74,1.505
A HR-related,0.744,0.73
A HR-related,0.748,-0.2
A HR-related,0.752,-0.855
A HR-related,0.756,-1.115
A HR-related,0.76,-1.225
A HR-related,0.764,-1.16
A HR-related,0.768,-1.035
A HR-related,0.772,-0.855
A HR-related,0.776,-0.68
A HR-related,0.78,-0.515
A HR-related,0.784,-0.42
A HR-related,0.788,-0.36
A HR-related,0.792,-0.345
A HR-related,0.796,-0.35
A HR-related,0.8,-0.355
A HR-related,0.804,-0.355
A HR-related,0.808,-0.36
A HR-related,0.812,-0.37
A HR-related,0.816,-0.35
A HR-related,0.82,-0.325
A HR-related,0.824,-0.33
A HR-related,0.828,-0.34
A HR-related,0.832,-0.335
A HR-related,0.836,-0.325
A HR-related,0.84,-0.325
A HR-related,0.844,-0.325
A HR-related,0.848,-0.295
A HR-related,0.852,-0.27
A HR-related,0.856,-0.265
A HR-related,0.86,-0.265
A HR-related,0.864,-0.285
A HR-related,0.868,-0.295
A HR-related,0.872,-0.255
A HR-related,0.876,-0.225
A HR-related,0.88,-0.225
A HR-related,0.884,-0.22
A HR-related,0.888,-0.205
A HR-related,0.892,-0.19
A HR-related,0.896,-0.175
A HR-related,0.9,-0.15
A HR-related,0.904,-0.115
A HR-related,0.908,-0.09
A HR-related,0.912,-0.085
A HR-related,0.916,-0.08
A HR-related,0.92,-0.075
A HR-related,0.924,-0.05
A HR-related,0.928,0.0
A HR-related,0.932,0.0
A HR-related,0.936,-0.04
A HR-related,0.94,-0.045
A HR-related,0.944,-0.015
A HR-related,0.948,-0.005
A HR-related,0.952,-0.005
A HR-related,0.956,0.015
A HR-related,0.96,0.05
A HR-related,0.964,0.075
A HR-related,0.968,0.095
A HR-related,0.972,0.13
A HR-related,0.976,0.165
A HR-related,0.98,0.195
A HR-related,0.984,0.22
A HR-related,0.988,0.245
A HR-related,0.992,0.27
A HR-related,0.996,0.275
A HR-related,1.0,0.275
A HR-related,1.004,0.27
A HR-related,1.008,0.265
A HR-related,1.012,0.24
A HR-related,1.016,0.21
A HR-related,1.02,0.19
A HR-related,1.024,0.17
A HR-related,1.028,0.155
A HR-related,1.032,0.145
A HR-related,1.036,0.145
A HR-related,1.04,0.14
A HR-related,1.044,0.125
A HR-related,1.048,0.11
A HR-related,1.052,0.095
A HR-related,1.056,0.08
A HR-related,1.06,0.075
A HR-related,1.064,0.065
A HR-related,1.068,0.045
A HR-related,1.072,0.035
A HR-related,1.076,0.045
A HR-related,1.08,0.045
A HR-related,1.084,0.03
A HR-related,1.088,0.025
A HR-related,1.092,0.035
A HR-related,1.096,0.04
A HR-related,1.1,0.025
A HR-related,1.104,0.03
A HR-related,1.108,0.045
A HR-related,1.112,0.05
A HR-related,1.116,0.045
A HR-related,1.12,0.04
A HR-related,1.124,0.035
A HR-related,1.128,0.03
A HR-related,1.132,0.025
A HR-related,1.136,0.005
A HR-related,1.14,-0.015
A HR-related,1.144,0.025
A HR-related,1.148,0.1
A HR-related,1.152,0.06
A HR-related,1.156,-0.005
A HR-related,1.16,-0.04
A HR-related,1.164,-0.07
A HR-related,1.168,0.005
A HR-related,1.172,0.1
A HR-related,1.176,0.075
A HR-related,1.18,0.045
A HR-related,1.184,-0.06
A HR-related,1.188,-0.16
A HR-related,1.192,-0.125
A HR-related,1.196,-0.09
B baseline,-0.8,0.005
B baseline,-0.796,0.0
B baseline,-0.792,0.0
B baseline,-0.788,-0.01
B baseline,-0.784,-0.02
B baseline,-0.78,-0.05
B baseline,-0.776,-0.08
B baseline,-0.772,-0.115
B baseline,-0.768,-0.145
B baseline,-0.764,-0.16
B baseline,-0.76,-0.175
B baseline,-0.756,-0.175
B baseline,-0.752,-0.175
B baseline,-0.748,-0.175
B baseline,-0.744,-0.17
B baseline,-0.74,-0.165
B baseline,-0.736,-0.165
B baseline,-0.732,-0.17
B baseline,-0.728,-0.17
B baseline,-0.724,-0.16
B baseline,-0.72,-0.155
B baseline,-0.716,-0.165
B baseline,-0.712,-0.165
B baseline,-0.708,-0.145
B baseline,-0.704,-0.145
B baseline,-0.7,-0.185
B baseline,-0.696,-0.21
B baseline,-0.692,-0.225
B baseline,-0.688,-0.135
B baseline,-0.684,0.06
B baseline,-0.68,0.385
B baseline,-0.676,0.81
B baseline,-0.672,1.12
B baseline,-0.668,1.35
B baseline,-0.664,1.405
B baseline,-0.66,1.365
B baseline,-0.656,1.01
B baseline,-0.652,0.505
B baseline,-0.648,0.13
B baseline,-0.644,-0.19
B baseline,-0.64,-0.26
B baseline,-0.636,-0.255
B baseline,-0.632,-0.23
B baseline,-0.628,-0.205
B baseline,-0.624,-0.2
B baseline,-0.62,-0.195
B baseline,-0.616,-0.195
B baseline,-0.612,-0.195
B baseline,-0.608,-0.195
B baseline,-0.604,-0.2
B baseline,-0.6,-0.195
B baseline,-0.596,-0.19
B baseline,-0.592,-0.185
B baseline,-0.588,-0.185
B baseline,-0.584,-0.19
B baseline,-0.58,-0.19
B baseline,-0.576,-0.175
B baseline,-0.572,-0.165
B baseline,-0.568,-0.165
B baseline,-0.564,-0.16
B baseline,-0.56,-0.155
B baseline,-0.556,-0.15
B baseline,-0.552,-0.145
B baseline,-0.548,-0.14
B baseline,-0.544,-0.135
B baseline,-0.54,-0.125
B baseline,-0.536,-0.11
B baseline,-0.532,-0.095
B baseline,-0.528,-0.08
B baseline,-0.524,-0.065
B baseline,-0.52,-0.04
B baseline,-0.516,-0.03
B baseline,-0.512,-0.025
B baseline,-0.508,-0.01
B baseline,-0.504,0.005
B baseline,-0.5,0.025
B baseline,-0.496,0.045
B baseline,-0.492,0.065
B baseline,-0.488,0.085
B baseline,-0.484,0.105
B baseline,-0.48,0.13
B baseline,-0.476,0.16
B baseline,-0.472,0.195
B baseline,-0.468,0.22
B baseline,-0.464,0.24
B baseline,-0.46,0.255
B baseline,-0.456,0.27
B baseline,-0.452,0.285
B baseline,-0.448,0.3
B baseline,-0.444,0.315
B baseline,-0.44,0.335
B baseline,-0.436,0.325
B baseline,-0.432,0.32
B baseline,-0.428,0.3
B baseline,-0.424,0.28
B baseline,-0.42,0.24
B baseline,-0.416,0.195
B baseline,-0.412,0.16
B baseline,-0.408,0.125
B baseline,-0.404,0.08
B baseline,-0.4,0.035
B baseline,-0.396,0.005
B baseline,-0.392,-0.02
B baseline,-0.388,-0.04
B baseline,-0.384,-0.055
B baseline,-0.38,-0.06
B baseline,-0.376,-0.07
B baseline,-0.372,-0.085
B baseline,-0.368,-0.095
B baseline,-0.364,-0.105
B baseline,-0.36,-0.11
B baseline,-0.356,-0.105
B baseline,-0.352,-0.105
B baseline,-0.348,-0.11
B baseline,-0.344,-0.11
B baseline,-0.34,-0.105
B baseline,-0.336,-0.095
B baseline,-0.332,-0.085
B baseline,-0.328,-0.085
B baseline,-0.324,-0.09
B baseline,-0.32,-0.09
B baseline,-0.316,-0.085
B baseline,-0.312,-0.08
B baseline,-0.308,-0.075
B baseline,-0.304,-0.08
B baseline,-0.3,-0.09
B baseline,-0.296,-0.09
B baseline,-0.292,-0.085
B baseline,-0.288,-0.07
B baseline,-0.284,-0.055
B baseline,-0.28,-0.055
B baseline,-0.276,-0.055
B baseline,-0.272,-0.06
B baseline,-0.268,-0.06
B baseline,-0.264,-0.055
B baseline,-0.26,-0.055
B baseline,-0.256,-0.055
B baseline,-0.252,-0.055
B baseline,-0.248,-0.06
B baseline,-0.244,-0.06
B baseline,-0.24,-0.055
B baseline,-0.236,-0.055
B baseline,-0.232,-0.065
B baseline,-0.228,-0.07
B baseline,-0.224,-0.065
B baseline,-0.22,-0.065
B baseline,-0.216,-0.07
B baseline,-0.212,-0.08
B baseline,-0.208,-0.095
B baseline,-0.204,-0.095
B baseline,-0.2,-0.08
B baseline,-0.196,-0.07
B baseline,-0.192,-0.06
B baseline,-0.188,-0.05
B baseline,-0.184,-0.045
B baseline,-0.18,-0.04
B baseline,-0.176,-0.035
B baseline,-0.172,-0.03
B baseline,-0.168,-0.025
B baseline,-0.164,-0.01
B baseline,-0.16,0.005
B baseline,-0.156,0.02
B baseline,-0.152,0.03
B baseline,-0.148,0.035
B baseline,-0.144,0.04
B baseline,-0.14,0.025
B baseline,-0.136,0.005
B baseline,-0.132,0.005
B baseline,-0.128,0.005
B baseline,-0.124,-0.025
B baseline,-0.12,-0.06
B baseline,-0.116,-0.08
B baseline,-0.112,-0.1
B baseline,-0.108,-0.12
B baseline,-0.104,-0.145
B baseline,-0.1,-0.15
B baseline,-0.096,-0.155
B baseline,-0.092,-0.155
B baseline,-0.088,-0.155
B baseline,-0.084,-0.155
B baseline,-0.08,-0.155
B baseline,-0.076,-0.16
B baseline,-0.072,-0.16
B baseline,-0.068,-0.155
B baseline,-0.064,-0.155
B baseline,-0.06,-0.16
B baseline,-0.056,-0.16
B baseline,-0.052,-0.15
B baseline,-0.048,-0.145
B baseline,-0.044,-0.155
B baseline,-0.04,-0.175
B baseline,-0.036,-0.205
B baseline,-0.032,-0.18
B baseline,-0.028,-0.085
B baseline,-0.024,0.125
B baseline,-0.02,0.465
B baseline,-0.016,0.825
B baseline,-0.012,1.21
B baseline,-0.008,1.42
B baseline,-0.004,1.5
B baseline,0.0,1.415
B baseline,0.004,1.225
B baseline,0.008,0.705
B baseline,0.012,0.025
B baseline,0.016,-0.23
B baseline,0.02,-0.33
B baseline,0.024,-0.3
B baseline,0.028,-0.225
B baseline,0.032,-0.21
B baseline,0.036,-0.205
B baseline,0.04,-0.205
B baseline,0.044,-0.21
B baseline,0.048,-0.205
B baseline,0.052,-0.195
B baseline,0.056,-0.195
B baseline,0.06,-0.195
B baseline,0.064,-0.2
B baseline,0.068,-0.2
B baseline,0.072,-0.18
B baseline,0.076,-0.165
B baseline,0.08,-0.165
B baseline,0.084,-0.165
B baseline,0.088,-0.17
B baseline,0.092,-0.17
B baseline,0.096,-0.155
B baseline,0.1,-0.145
B baseline,0.104,-0.15
B baseline,0.108,-0.15
B baseline,0.112,-0.135
B baseline,0.116,-0.125
B baseline,0.12,-0.125
B baseline,0.124,-0.12
B baseline,0.128,-0.115
B baseline,0.132,-0.105
B baseline,0.136,-0.085
B baseline,0.14,-0.07
B baseline,0.144,-0.055
B baseline,0.148,-0.045
B baseline,0.152,-0.03
B baseline,0.156,-0.015
B baseline,0.16,-0.005
B baseline,0.164,0.005
B baseline,0.168,0.025
B baseline,0.172,0.05
B baseline,0.176,0.075
B baseline,0.18,0.11
B baseline,0.184,0.145
B baseline,0.188,0.17
B baseline,0.192,0.19
B baseline,0.196,0.21
B baseline,0.2,0.23
B baseline,0.204,0.245
B baseline,0.208,0.26
B baseline,0.212,0.275
B baseline,0.216,0.29
B baseline,0.22,0.3
B baseline,0.224,0.31
B baseline,0.228,0.27
B baseline,0.232,0.23
B baseline,0.236,0.205
B baseline,0.24,0.18
B baseline,0.244,0.145
B baseline,0.248,0.11
B baseline,0.252,0.07
B baseline,0.256,0.035
B baseline,0.26,0.005
B baseline,0.264,-0.015
B baseline,0.268,-0.035
B baseline,0.272,-0.06
B baseline,0.276,-0.08
B baseline,0.28,-0.095
B baseline,0.284,-0.105
B baseline,0.288,-0.115
B baseline,0.292,-0.12
B baseline,0.296,-0.125
B baseline,0.3,-0.13
B baseline,0.304,-0.135
B baseline,0.308,-0.135
B baseline,0.312,-0.14
B baseline,0.316,-0.15
B baseline,0.32,-0.15
B baseline,0.324,-0.145
B baseline,0.328,-0.14
B baseline,0.332,-0.135
B baseline,0.336,-0.125
B baseline,0.34,-0.115
B baseline,0.344,-0.115
B baseline,0.348,-0.115
B baseline,0.352,-0.105
B baseline,0.356,-0.095
B baseline,0.36,-0.095
B baseline,0.364,-0.1
B baseline,0.368,-0.095
B baseline,0.372,-0.085
B baseline,0.376,-0.085
B baseline,0.38,-0.09
B baseline,0.384,-0.095
B baseline,0.388,-0.1
B baseline,0.392,-0.105
B baseline,0.396,-0.11
B baseline,0.4,-0.105
B baseline,0.404,-0.1
B baseline,0.408,-0.09
B baseline,0.412,-0.085
B baseline,0.416,-0.095
B baseline,0.42,-0.105
B baseline,0.424,-0.115
B baseline,0.428,-0.12
B baseline,0.432,-0.11
B baseline,0.436,-0.105
B baseline,0.44,-0.11
B baseline,0.444,-0.115
B baseline,0.448,-0.115
B baseline,0.452,-0.11
B baseline,0.456,-0.1
B baseline,0.46,-0.09
B baseline,0.464,-0.085
B baseline,0.468,-0.08
B baseline,0.472,-0.07
B baseline,0.476,-0.055
B baseline,0.48,-0.04
B baseline,0.484,-0.025
B baseline,0.488,-0.015
B baseline,0.492,-0.015
B baseline,0.496,-0.02
B baseline,0.5,-0.03
B baseline,0.504,-0.04
B baseline,0.508,-0.04
B baseline,0.512,-0.035
B baseline,0.516,-0.05
B baseline,0.52,-0.075
B baseline,0.524,-0.1
B baseline,0.528,-0.13
B baseline,0.532,-0.155
B baseline,0.536,-0.18
B baseline,0.54,-0.185
B baseline,0.544,-0.19
B baseline,0.548,-0.19
B baseline,0.552,-0.185
B baseline,0.556,-0.19
B baseline,0.56,-0.205
B baseline,0.564,-0.21
B baseline,0.568,-0.21
B baseline,0.572,-0.2
B baseline,0.576,-0.195
B baseline,0.58,-0.195
B baseline,0.584,-0.19
B baseline,0.588,-0.185
B baseline,0.592,-0.18
B baseline,0.596,-0.175
B baseline,0.6,-0.18
B baseline,0.604,-0.225
B baseline,0.608,-0.245
B baseline,0.612,-0.225
B baseline,0.616,-0.12
B baseline,0.62,0.155
B baseline,0.624,0.5
B baseline,0.628,0.94
B baseline,0.632,1.255
B baseline,0.636,1.41
B baseline,0.64,1.47
B baseline,0.644,1.425
B baseline,0.648,1.1
B baseline,0.652,0.51
B baseline,0.656,0.075
B baseline,0.66,-0.24
B baseline,0.664,-0.345
B baseline,0.668,-0.315
B baseline,0.672,-0.29
B baseline,0.676,-0.27
B baseline,0.68,-0.255
B baseline,0.684,-0.245
B baseline,0.688,-0.245
B baseline,0.692,-0.245
B baseline,0.696,-0.245
B baseline,0.7,-0.245
B baseline,0.704,-0.245
B baseline,0.708,-0.25
B baseline,0.712,-0.25
B baseline,0.716,-0.245
B baseline,0.72,-0.24
B baseline,0.724,-0.235
B baseline,0.728,-0.21
B baseline,0.732,-0.195
B baseline,0.736,-0.205
B baseline,0.74,-0.21
B baseline,0.744,-0.205
B baseline,0.748,-0.2
B baseline,0.752,-0.185
B baseline,0.756,-0.175
B baseline,0.76,-0.175
B baseline,0.764,-0.17
B baseline,0.768,-0.165
B baseline,0.772,-0.16
B baseline,0.776,-0.145
B baseline,0.78,-0.125
B baseline,0.784,-0.105
B baseline,0.788,-0.09
B baseline,0.792,-0.08
B baseline,0.796,-0.07
B baseline,0.8,-0.06
B baseline,0.804,-0.04
B baseline,0.808,-0.01
B baseline,0.812,0.015
B baseline,0.816,0.035
B baseline,0.82,0.06
B baseline,0.824,0.09
B baseline,0.828,0.12
B baseline,0.832,0.145
B baseline,0.836,0.165
B baseline,0.84,0.185
B baseline,0.844,0.205
B baseline,0.848,0.22
B baseline,0.852,0.23
B baseline,0.856,0.24
B baseline,0.86,0.245
B baseline,0.864,0.25
B baseline,0.868,0.25
B baseline,0.872,0.245
B baseline,0.876,0.21
B baseline,0.88,0.175
B baseline,0.884,0.135
B baseline,0.888,0.095
B baseline,0.892,0.055
B baseline,0.896,0.01
B baseline,0.9,-0.015
B baseline,0.904,-0.045
B baseline,0.908,-0.075
B baseline,0.912,-0.105
B baseline,0.916,-0.12
B baseline,0.92,-0.135
B baseline,0.924,-0.155
B baseline,0.928,-0.175
B baseline,0.932,-0.175
B baseline,0.936,-0.17
B baseline,0.94,-0.165
B baseline,0.944,-0.165
B baseline,0.948,-0.17
B baseline,0.952,-0.175
B baseline,0.956,-0.175
B baseline,0.96,-0.175
B baseline,0.964,-0.175
B baseline,0.968,-0.175
B baseline,0.972,-0.175
B baseline,0.976,-0.175
B baseline,0.98,-0.175
B baseline,0.984,-0.17
B baseline,0.988,-0.165
B baseline,0.992,-0.155
B baseline,0.996,-0.14
B baseline,1.0,-0.135
B baseline,1.004,-0.14
B baseline,1.008,-0.14
B baseline,1.012,-0.135
B baseline,1.016,-0.135
B baseline,1.02,-0.14
B baseline,1.024,-0.145
B baseline,1.028,-0.145
B baseline,1.032,-0.14
B baseline,1.036,-0.135
B baseline,1.04,-0.13
B baseline,1.044,-0.125
B baseline,1.048,-0.125
B baseline,1.052,-0.125
B baseline,1.056,-0.13
B baseline,1.06,-0.145
B baseline,1.064,-0.135
B baseline,1.068,-0.135
B baseline,1.072,-0.145
B baseline,1.076,-0.155
B baseline,1.08,-0.16
B baseline,1.084,-0.165
B baseline,1.088,-0.17
B baseline,1.092,-0.17
B baseline,1.096,-0.16
B baseline,1.1,-0.15
B baseline,1.104,-0.14
B baseline,1.108,-0.13
B baseline,1.112,-0.115
B baseline,1.116,-0.1
B baseline,1.12,-0.095
B baseline,1.124,-0.09
B baseline,1.128,-0.085
B baseline,1.132,-0.075
B baseline,1.136,-0.06
B baseline,1.14,-0.05
B baseline,1.144,-0.035
B baseline,1.148,-0.035
B baseline,1.152,-0.04
B baseline,1.156,-0.045
B baseline,1.16,-0.05
B baseline,1.164,-0.06
B baseline,1.168,-0.075
B baseline,1.172,-0.105
B baseline,1.176,-0.135
B baseline,1.18,-0.16
B baseline,1.184,-0.185
B baseline,1.188,-0.2
B baseline,1.192,-0.21
B baseline,1.196,-0.215
B HR-related,-0.8,-0.085
B HR-related,-0.796,-0.08
B HR-related,-0.792,-0.075
B HR-related,-0.788,-0.055
B HR-related,-0.784,-0.035
B HR-related,-0.78,-0.035
B HR-related,-0.776,-0.04
B HR-related,-0.772,-0.02
B HR-related,-0.768,-0.005
B HR-related,-0.764,-0.01
B HR-related,-0.76,-0.015
B HR-related,-0.756,-0.015
B HR-related,-0.752,-0.015
B HR-related,-0.748,-0.03
B HR-related,-0.744,-0.04
B HR-related,-0.74,-0.025
B HR-related,-0.736,-0.02
B HR-related,-0.732,-0.04
B HR-related,-0.728,-0.05
B HR-related,-0.724,-0.035
B HR-related,-0.72,-0.02
B HR-related,-0.716,-0.015
B HR-related,-0.712,-0.015
B HR-related,-0.708,-0.015
B HR-related,-0.704,-0.005
B HR-related,-0.7,0.01
B HR-related,-0.696,0.025
B HR-related,-0.692,0.025
B HR-related,-0.688,0.025
B HR-related,-0.684,0.03
B HR-related,-0.68,0.04
B HR-related,-0.676,0.05
B HR-related,-0.672,0.045
B HR-related,-0.668,0.03
B HR-related,-0.664,0.025
B HR-related,-0.66,0.025
B HR-related,-0.656,0.01
B HR-related,-0.652,0.0
B HR-related,-0.648,-0.045
B HR-related,-0.644,-0.1
B HR-related,-0.64,-0.115
B HR-related,-0.636,-0.12
B HR-related,-0.632,-0.135
B HR-related,-0.628,-0.15
B HR-related,-0.624,-0.155
B HR-related,-0.62,-0.16
B HR-related,-0.616,-0.165
B HR-related,-0.612,-0.165
B HR-related,-0.608,-0.18
B HR-related,-0.604,-0.19
